latitude,longitude,MaxPrice,AvgPrice,AVG / MAX,Prices,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.64220278,-82.68825,29370,14488,49%,,13990,26652,29370,14876,15289,16378,17990,15995,16999,18650,19000,12500,12632,12797,12975,13500,14780,16500,17975,18490,9749,7500,10400,10990,12419,6950,8807,9995,5991,,,
38.64268611,-83.69393333,19588,12953,66%,,14992,15197,17997,14998,19588,13623,14099,15990,13349,6469,11499,9981,6977,7369,7490,4995,3995,12500,13309,14000,14235,14390,14988,14988,15165,15638,15890,15952,15981,,,
38.64268611,-83.69393333,19588,12953,66%,,14992,15197,17997,14998,19588,13623,14099,15990,13349,6469,11499,9981,6977,7369,7490,4995,3995,12500,13309,14000,14235,14390,14988,14988,15165,15638,15890,15952,15981,,,
38.64268611,-83.69393333,19588,12953,66%,,14992,15197,17997,14998,19588,13623,14099,15990,13349,6469,11499,9981,6977,7369,7490,4995,3995,12500,13309,14000,14235,14390,14988,14988,15165,15638,15890,15952,15981,,,
38.64268611,-83.69393333,4957,4387,88%,,4695,4957,3995,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.64268611,-83.69393333,4957,4387,88%,,4695,4957,3995,3900,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.64481667,-83.1392,15000,9123,61%,,10999,7750,7987,15000,11991,7950,3500,10500,7995,6841,12350,9500,8750,6988,8995,12204,7668,12995,10995,6995,4750,7995,,,,,,,,,,
38.64481667,-83.1392,10995,8082,74%,,8000,4995,6979,10995,4979,6552,10995,7998,8991,9999,8775,7288,9999,8000,9348,8634,6125,7991,5999,8995,6450,7888,9995,7995,,,,,,,,
38.644825,-82.84965833,7000,5337,76%,,6995,2200,4491,7000,5999,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.64488333,-82.67236389,19500,9882,51%,,7975,3995,19500,11995,9999,8595,11995,8968,6996,8800,,,,,,,,,,,,,,,,,,,,,,
38.64488333,-82.67236389,19500,9882,51%,,7975,3995,19500,11995,9999,8595,11995,8968,6996,8800,,,,,,,,,,,,,,,,,,,,,,
38.655375,-82.85289444,2995,2047,68%,,2995,,1950,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66021389,-83.76143889,11075,8000,72%,,5961,8990,10999,7100,5995,,9997,4900,3999,8990,9999,4995,11075,11000,,,,,,,,,,,,,,,,,,
38.66115,-82.65836944,10000,10000,100%,,10000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66142778,-83.76145833,2995,2047,68%,,2995,,1950,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66142778,-83.76145833,2995,2047,68%,,2995,,1950,1195,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66142778,-83.76145833,75000,75000,100%,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66142778,-83.76145833,17900,12263,69%,,15500,15999,5900,13999,10000,10699,9996,10700,14967,14000,13995,8711,8999,12990,8999,17900,15500,10995,14875,9737,9995,11900,14500,12995,9421,12990,11900,13977,13500,,,
38.66223056,-82.85465,4999,3284,66%,,2952,1901,4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66223056,-82.85465,4999,3284,66%,,2952,1901,4999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66531944,-82.78320556,7995,4680,59%,,2200,5500,4500,5495,4900,2887,3995,4995,4995,5995,5963,7995,2888,3900,3995,,,,,,,,,,,,,,,,,
38.66545278,-83.76169167,4450,3548,80%,,,,4450,2200,3995,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.66545278,-83.76169167,26500,16917,64%,,20999,14999,16748,15895,18500,11988,19499,14900,11500,7800,22000,13500,18999,15500,13991,12000,16500,17500,26500,19300,16900,15999,12240,18988,19998,20995,13992,21888,20975,,,
38.66545278,-83.76169167,80000,80000,100%,,80000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38.67203889,-82.787275,26250,17752,68%,,14990,17994,6750,7989,16000,16987,16987,17200,18500,18900,19400,20500,23500,26250,14500,15489,15500,15599,15995,17900,18500,19000,20268,21230,21290,21990,25990,14697,14900,,,
38.67203889,-82.787275,26250,17752,68%,,14990,17994,6750,7989,16000,16987,16987,17200,18500,18900,19400,20500,23500,26250,14500,15489,15500,15599,15995,17900,18500,19000,20268,21230,21290,21990,25990,14697,14900,,,
38.67203889,-82.787275,26250,17752,68%,,14990,17994,6750,7989,16000,16987,16987,17200,18500,18900,19400,20500,23500,26250,14500,15489,15500,15599,15995,17900,18500,19000,20268,21230,21290,21990,25990,14697,14900,,,
38.67203889,-82.787275,26250,17752,68%,,14990,17994,6750,7989,16000,16987,16987,17200,18500,18900,19400,20500,23500,26250,14500,15489,15500,15599,15995,17900,18500,19000,20268,21230,21290,21990,25990,14697,14900,,,
38.67203889,-82.787275,26250,17752,68%,,14990,17994,6750,7989,16000,16987,16987,17200,18500,18900,19400,20500,23500,26250,14500,15489,15500,15599,15995,17900,18500,19000,20268,21230,21290,21990,25990,14697,14900,,,
38.67203889,-82.787275,11500,7173,62%,,9350,11500,8900,6326,3639,5500,4995,,,,,,,,,,,,,,,,,,,,,,,,,
38.67215,-83.75033333,25000,25000,100%,,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
